,id,title,release_date,vote_average,overview,genre_ids,popularity,poster_path,genres,release_year
79,209112,Batman v Superman: Dawn of Justice,2016-03-23,5.977,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.","[28, 12, 14]",56.8909,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,"Action, Adventure, Fantasy",2016
81,293167,Kong: Skull Island,2017-03-08,6.545,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.","[28, 12, 14]",55.779,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,"Action, Adventure, Fantasy",2017
82,1195430,Deva,2025-01-31,6.1,"Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.","[28, 53, 9648, 80]",58.5327,/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg,"Action, Thriller, Mystery, Crime",2025
83,37799,The Social Network,2010-10-01,7.369,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",[18],66.9608,/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,Drama,2010
84,167073,Brooklyn,2015-10-20,7.313,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.","[10749, 18, 36]",63.9601,/cs7W8j5lI7qzRW6tKSj9p1Q0Ze7.jpg,"Romance, Drama, History",2015
85,558449,Gladiator II,2024-11-13,6.749,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.","[28, 12, 18]",58.6758,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,"Action, Adventure, Drama",2024
86,1086548,Vera and the Pleasure of Others,2024-09-26,6.857,"17-year-old Vera divides her days between volleyball and school and has a good time with friends like an average teenager. She appears to be a perfect daughter who never gets into trouble. But she has a secret hobby: she anonymously rents out an empty apartment to teenagers looking for a place to have sex. She steals the keys from her distracted mother (who manages different properties) and organizes everything. The teenagers come and go, using the apartment for a few uninterrupted hours making Vera the saviour of all their needs. With that she unlocks a new world for herself – playing invisible, Vera stays behind the closed door; her own sexual desires unfolding as she listens to other people’s pleasure.","[35, 18]",54.0632,/e0ESGyso9K95glbbnTRenFfCC7l.jpg,"Comedy, Drama",2024
87,519182,Despicable Me 4,2024-06-20,7.048,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.","[16, 10751, 35, 878]",60.9374,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,"Animation, Family, Comedy, Science Fiction",2024
88,302946,The Accountant,2016-10-13,7.101,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.","[80, 53, 18]",60.3264,/fceheXB5fC4WrLVuWJ6OZv9FXYr.jpg,"Crime, Thriller, Drama",2016
89,1208808,Turno nocturno,2024-12-05,6.33,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",[27],56.3634,/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg,Horror,2024
90,299534,Avengers: Endgame,2019-04-24,8.2,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","[12, 878, 28]",53.6149,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,"Adventure, Science Fiction, Action",2019
91,320288,Dark Phoenix,2019-06-05,5.971,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.","[878, 28, 12]",53.2354,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,"Science Fiction, Action, Adventure",2019
92,1195585,The Hard Hit,2023-10-20,6.778,"An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.","[28, 53, 80]",53.1063,/whkFbOZTamHeugEG95jvQehSzAH.jpg,"Action, Thriller, Crime",2023
93,279,Amadeus,1984-09-19,8.024,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Viennese composer Wolfgang Amadeus Mozart.,"[36, 10402, 18]",60.437,/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg,"History, Music, Drama",1984
94,1297763,Batman Ninja vs. Yakuza League,2025-03-17,6.62,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!","[16, 28]",60.3249,/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg,"Animation, Action",2025
95,19971,The Little Girl Who Lives Down the Lane,1976-12-25,7.015,"Quiet, withdrawn 13-year-old Rynn Jacobs lives peacefully in her home in a New England beach town. Whenever the prying landlady inquires after Rynn's father, she politely claims that he's in the city on business. But when the landlady's creepy and increasingly persistent son, Frank, won't leave Rynn alone, she teams up with kindly neighbor boy Mario to maintain the dark family secret that she's been keeping to herself.","[18, 9648, 53]",56.2605,/qlH7atDoN2iOmq6pNsoFIlebhgA.jpg,"Drama, Mystery, Thriller",1976
96,539972,Kraven the Hunter,2024-12-11,6.596,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.","[28, 12, 53]",58.2219,/1GvBhRxY6MELDfxFrete6BNhBB5.jpg,"Action, Adventure, Thriller",2024
97,1064486,Memoir of a Snail,2024-10-17,8.0,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","[16, 18, 35]",55.2767,/57AgZv1ITeBLShiNdchZ5153evs.jpg,"Animation, Drama, Comedy",2024
98,423204,Angel Has Fallen,2019-08-21,6.593,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.","[28, 53]",64.0839,/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg,"Action, Thriller",2019
99,284054,Black Panther,2018-02-13,7.373,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.","[28, 12, 878]",49.6581,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,"Action, Adventure, Science Fiction",2018
100,1312833,A Knight's War,2025-02-07,5.3,"A fearless knight braves a deadly realm to save the Chosen One’s soul. Facing witches, demons, and brutal foes, he discovers her return could ignite chaos and doom humanity.","[27, 28, 14]",49.9995,/janjdSMrTRGtPrI1p9uOX66jv7x.jpg,"Horror, Action, Fantasy",2025
101,3080,Top Hat,1935-08-29,7.267,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.","[10402, 35, 10749]",53.2334,/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg,"Music, Comedy, Romance",1935
102,17473,The Room,2003-06-27,4.01,"Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world being torn apart when his friends begin to betray him one-by-one.","[18, 10749]",54.4128,/oGI3QSsY4XsmUzuNYUQBQDdjuaP.jpg,"Drama, Romance",2003
103,497698,Black Widow,2021-07-07,7.208,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.","[28, 12, 878]",60.315,/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,"Action, Adventure, Science Fiction",2021
104,335988,Transformers: The Last Knight,2017-06-16,6.054,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.","[28, 12, 878]",46.5436,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,"Action, Adventure, Science Fiction",2017
105,1452267,Cocoon: Aru Natsu no Shoujo-tachi yori,2025-03-30,6.5,"San and Mayu are two schoolgirls living in Okinawa during the closing months of the Pacific War. Together with their classmates, the two friends are drafted into the war effort as nurses for wounded soldiers. When ordered to die for their country, the remaining members of the group escape only to face the harsh environment of a tropical paradise that has become a hellish battlefield.","[16, 18, 10752]",54.7428,/mwTk1RsRCJNPacc0X3PWsxuHzQv.jpg,"Animation, Drama, War",2025
106,450465,Glass,2019-01-16,6.663,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.","[53, 18, 878]",46.5939,/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,"Thriller, Drama, Science Fiction",2019
107,823219,Flow,2024-08-29,8.203,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.","[16, 14, 12]",53.7515,/imKSymKBK7o73sajciEmndJoVkR.jpg,"Animation, Fantasy, Adventure",2024
108,1165067,Cosmic Chaos,2023-08-03,6.064,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","[53, 878]",46.2624,/mClzWv7gBqgXfjZXp49Enyoex1v.jpg,"Thriller, Science Fiction",2023
109,1087891,The Amateur,2025-04-05,6.683,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","[53, 28]",51.6085,/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg,"Thriller, Action",2025
110,19053,Valley Girl,1983-04-08,6.01,"Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.","[35, 10749]",46.6171,/mQSrU9jerYSIOWeLBqFA1gcUU59.jpg,"Comedy, Romance",1983
111,28597,Problem Child 2,1991-07-03,5.888,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.","[35, 10751]",49.1722,/npr7j2HuRgvsKrXLIxIiXevTH8A.jpg,"Comedy, Family",1991
112,206647,Spectre,2015-10-26,6.558,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","[28, 12, 53]",43.6318,/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg,"Action, Adventure, Thriller",2015
